name,awards,publications,education
Mockapetris,4,0,"Mockapetris graduated from the Boston Latin School in 1966, received his bachelor's degrees in physics and electrical engineering from the Massachusetts Institute of Technology in 1971 and his doctorate in information and computer science from the University of California at Irvine in 1982.[1][2]
"
Moler,2,2,
Moller,0,0,
Moon,0,0,"Moon's best subjects in school were Mathematics, Science and English.  After he graduated high school with honors, he enrolled at Pennsylvania State University where he received a degree in mechanical engineering in 1960. After graduating from there he decided to further pursue his education and get his masters from New York University (NYU) where he continued his studies in engineering.
"
Moore,0,1,
Moore,0,3,
Moore,9,0,"Gordon Moore was born in 1929 as the second son of Walter Harold Moore (a county sheriff stationed in San Mateo County) and Florence Almira ""Mira"" Williamson (a homemaker).[9] When Moore started school in 1935, the faculty noted his introverted personality.[10] His father accepted a promotion to deputy sheriff in 1938 and moved the family to Redwood City, California.[11] In 1940, Moore received a chemistry set as a Christmas gift, which inspired him to become a chemist.[12] From 1942 to 1946, Moore studied at Sequoia High School, where he was involved in athletic activities.[13] From 1946 to 1947, Moore attended San José State College (now San José State University), studying chemistry.[14] He transferred to University of California, Berkeley in 1948, taking courses from Glenn Seaborg, Melvin Calvin, and William Giauque. He graduated in 1950 with a Bachelor of Science degree in chemistry.[15][16]
"
Moore,0,0,
Moore,2,5,
Moravec,0,1,
Morgan,0,0,
Morris,0,0,
Moses,0,0,
Motwani,5,0,"Rajeev Motwani was born in Jammu,  Jammu and Kashmir, India on 24 March 1962, and grew up in New Delhi.[5] His father was in the Indian Army. He had two brothers. As a child, inspired by luminaries like Gauss, he wanted to become a mathematician.
Motwani went to St Columba's School, New Delhi. He completed his B.Tech. in Computer Science from the Indian Institute of Technology Kanpur in Kanpur, Uttar Pradesh in 1983 and got his Ph.D. in Computer Science from the University of California, Berkeley in Berkeley, California, United States in 1988, under the supervision of Richard M. Karp.[1]
"
Mukhanov,0,0,
Muggleton,4,0,"Muggleton received his Bachelor of Science degree in computer science (1982) and Doctor of Philosophy in artificial intelligence (1986) supervised by Donald Michie at the University of Edinburgh.[12]
"
Müller,1,0,
Mycroft,0,0,"Mycroft read mathematics at Cambridge then moved to Edinburgh where he completed his Doctor of Philosophy degree with a thesis on Abstract interpretation and optimising transformations for applicative programs[2] supervised by Rod Burstall and Robin Milner.
"
Myers,4,0,"Myers received his BS degree in Computer Science and MS degree in Computer Science and Engineering under MIT in 1980, whilst simultaneously interning at Xerox Parc for his Master's thesis. He then received his PhD in Computer Science from the University of Toronto in 1987.
"
Nadin,0,5,"At the Rhode Island School of Design, Nadin made a name for himself as one of the first proponents, in the nation, of integrating computers in education. He lectured on the topic around the US and consulted for several institutes of higher education (Rochester Institute of Technology, Illinois Institute of Technology, University of Oregon, Hadassah University in Israel, among others) in setting up programs in art and design with computers.
"
Nagao,10,0,
Nake,0,0,
Nardi,0,0,
Naur,12,0,
Needham,4,0,"Needham was born in Birmingham, England, the only child of Phyllis Mary, née Baker (c.1904–1976) and Leonard William Needham (c.1905–1973), a university chemistry lecturer.[7] He attended Doncaster Grammar School for Boys in Doncaster (then in the West Riding) going on to St John's College, Cambridge in 1953, and graduating with a BA in 1956 in mathematics and philosophy.[7] His PhD thesis was on applications of digital computers to the automatic classification and retrieval of documents. He worked on a variety of key computing projects in security, operating systems, computer architecture (capability systems) and local area networks.[1][8]
"
Nell,0,2,
Nelson,2,0,
Neumann,0,0,
Neumann,0,0,
Neumann,6,0,"Von Neumann was born in Budapest, Kingdom of Hungary (which was then part of the Austro-Hungarian Empire),[13][14][15] on December 28, 1903, to a wealthy, acculturated, and non-observant Jewish family. His Hungarian birth name was Neumann János Lajos. In Hungarian, the family name comes first, and his given names are equivalent to John Louis in English.[16]
"
Newell,16,0,
Newman,5,0,"Newman was born Maxwell Herman Alexander Neumann in Chelsea, London, England, to a Jewish family, on 7 February 1897.[4] His father was Herman Alexander Neumann, originally from the German city of Bromberg (now in Poland), who had emigrated with his family to London at the age of 15.[12] Herman worked as a secretary in a company, and married Sarah Ann Pike, an Irish schoolteacher, in 1896.[1]
"
Ng,9,15,"In 2011, Stanford launched a total of three massive open online course (MOOCs) on machine learning (CS229a), databases, and AI, taught by Ng, Peter Norvig, Sebastian Thrun, and Jennifer Widom.[45][46] This has led to the modern MOOC movement. Ng taught machine learning and Widom taught databases. The course on AI taught by Thrun led to the genesis of Udacity.[45] Coursera was the 6th online education website that Ng built and arguably the most successful to date.[47]"
Nilsson,0,6,"Nilsson was born in Saginaw, Michigan, in 1933.[2] He received his Ph.D. from Stanford in 1958, and spent much of his career at SRI International, a private research lab spun off from Stanford.[2][3]
"
Nijssen,0,3,
Nipkow,0,11,
Nivat,7,0,"Nivat was born in Clermont-Ferrand, France. His parents were high-school teachers; his father taught languages while his mother taught mathematics. His sister, Aline, became a notable mathematician.[2]
In 1954, Nivat moved with his family to Paris.[2] Nivat was admitted to the École Normale Supérieure in 1956, but began working at the Blaise Pascal Institute of the French National Centre for Scientific Research, a newly established computing laboratory, in 1959.[1][2] He returned to study mathematics in 1961 under the supervision of Marcel-Paul Schützenberger.[1] His 1967 thesis was entitled Transductions des langages de Chomsky (""Transductions of Chomsky Languages"").
"
Nkambule,3,0,
Noe,0,0,"Noe was born in McCloud, California. He received a Bachelor's degree in electrical engineering from the University of California, Berkeley. Stationed in Europe during World War II, he conducted research and development related to radar, before returning to California to complete a Ph.D. in electrical engineering at Stanford University.[1]
"
Nordin,0,0,
Norman,0,3,
Norvig,2,2,"Norvig received a Bachelor of Science in applied mathematics from Brown University[8] and a Ph.D. in computer science from the University of California, Berkeley.[3]
"
Novacky,0,3,"Novacky first received a mathematics degree from Wheeling Jesuit College in 1968.  In 1971, he received his MA in mathematics followed by a PhD in mathematics in 1981.  Both his MA and PhD were from University of Pittsburgh. Novacky's dissertation was Chromaticity of Extremal Graphs.[1]
"
Nygaard,1,0,
Odersky,0,0,
O'Hearn,9,0,"O'Hearn attained a BSc degree in computer science from Dalhousie University, Halifax, Nova Scotia (1985), followed by MSc (1987) and PhD (1991) degrees from Queen's University, Kingston, Ontario, Canada. His dissertation was on Semantics of Non-interference: A natural approach, supervised by Robert D. Tennent.[11][18]
"
Olle,0,6,
Omohundro,0,0,"Omohundro has degrees in physics and mathematics from Stanford University (Phi Beta Kappa)[2] and a Ph.D. in physics from the University of California, Berkeley.[3]
"
Ornstein,0,0,
O'Sullivan,4,0,
Ousterhout,2,0,
Overmars,0,0,
Owicki,0,5,
Page,0,0,"Page attended Okemos Montessori School (now called Montessori Radmoor) in Okemos, Michigan, from ages 2 to 7 (1975 to 1979). He attended East Lansing High School, graduating in 1991. In summer school, he attended Interlochen Center for the Arts at Interlochen, Michigan, playing flute but mainly saxophone for two summers.
"
Pal,5,0,"SK Pal studied at the University of Calcutta for his BSc in physics (1969), and BTech (1972) and MTech (1974) in radio physics and electronics. 
He received a PhD in radio physics and electronics from the Rajabazar Science College campus of University of Calcutta in 1979 as a student of Indian Statistical Institute, and another PhD in electrical engineering along with Diploma of the Imperial College from Imperial College, University of London, in 1982. After completing PhD at Imperial College, London as a Commonwealth Scholar, he did post-doctoral research there during 1982 to 1983 as a UK Medical Research Council Fellow. Subsequently, he worked at the University of California, Berkeley and University of Maryland, College Park from 1986 to 1987 as Fulbright Fellow, NASA Johnson Space Center from 1990 to 1992 and in 1994 as US NAS-NRC Senior Research Associate, and US Naval Research Laboratory, Washington, D.C. in 2004 as a visiting scientist. Besides, he had been a Distinguished Visitor of IEEE Computer Society (USA) for Asia-Pacific Region since 1997, and held several visiting positions in Australia, Poland, Italy, France, New Zealand, Japan and Hong Kong universities. 
"
Pandya,6,0,
Papadimitriou,5,9,"Papadimitriou studied at the National Technical University of Athens, where in 1972 he received his Bachelor of Arts degree in electrical engineering. He then pursued graduate studies at Princeton University, where he received his Ph.D. in electrical engineering and computer science in 1976 after completing a doctoral dissertation titled ""The complexity of combinatorial optimization problems.""[9]
"
Park,0,0,
Parnas,0,0,
Patil,0,0,"Patil attended Kennedy Middle School, Monta Vista High School and De Anza College, all in Cupertino, California.[9][10] While at Kennedy, he participated in a student exchange program, visiting Toyokawa, Cupertino's sister city in Japan, in 1988. In high school, he often got into trouble and graduated in 1992 near the bottom of his class. He followed his girlfriend to De Anza Community College, which he attended for one year.[11][12] He earned a B.A. in mathematics from Earl Warren College[13] at University of California, San Diego. He received a PhD in applied mathematics from the University of Maryland College of Computer, Mathematical, and Natural Sciences. While a faculty member at University of Maryland College Park, he used open datasets published by NOAA to improve numerical weather forecasting.
"
Patt,0,0,
Patterson,6,4,"David Patterson grew up in Evergreen Park, Illinois. He graduated from South High School in Torrance, California. He then attended the University of California, Los Angeles (UCLA), receiving his Bachelor of Arts degree in Mathematics in 1969. He continued on to obtain his Master of Science degree in 1970 and PhD in 1976, both in Computer Science at UCLA. Patterson's PhD was advised by David F. Martin and Gerald Estrin.[13][14][15][16]
"
Paterson,4,10,
Pătraşcu,0,6,
Paulson,1,0,"Paulson graduated from the California Institute of Technology in 1977,[10] and obtained his PhD in Computer Science from Stanford University in 1981 for research on programming languages and compiler-compilers supervised by John L. Hennessy.[3][11]
"
Pausch,1,2,
Pavón,0,5,"Pavón belongs to the first Spanish generation to get official studies in Computer Science, during the 1980s.[11] He studied Computer Science at the Technical University of Madrid, graduating in 1985. In 1988, he obtained his PhD in this area with the thesis: ""Synthesis of communication protocols from service specifications"".[12] While doing this thesis, he worked as assistant professor at the same university. After his PhD, he joined Alcatel-Lucent R&D team, where he worked for 10 years. At the end of 1997 he got an Associate Professor position at UCM, and in 2006, he achieved the Habilitation à diriger des recherches qualification in Computer Science at the Université Pierre et Marie Curie (Paris VI) with the thesis ""INGENIAS : Développement Dirigé par Modèles des Systèmes Multi-Agents"" (in French).[13][11][14]
"
Pearl,4,0,
Perlis,2,9,
Perlman,0,0,"As an undergraduate at MIT Perlman learned programming for a physics class. She was given her first paid job in 1971 as part-time programmer for the LOGO Lab at the (then) MIT Artificial Intelligence Laboratory, programming system software such as debuggers. [14]
"
Perotto,0,0,
Péter,0,0,"Péter was born in Budapest, Hungary, as Rózsa Politzer (Hungarian: Politzer Rózsa). She attended Pázmány Péter University (now Eötvös Loránd University), originally studying chemistry but later switching to mathematics. She attended lectures by Lipót Fejér and József Kürschák. While at university, she met László Kalmár; they would collaborate in future years and Kalmár encouraged her to pursue her love of mathematics.[3]
"
Jones,2,0,"Peyton Jones graduated from the University of Cambridge with a Bachelor of Science degree[7] in Electrical Sciences in 1979. During this time he was an undergraduate student of Trinity College, Cambridge, and subsequently went on to complete the Cambridge Diploma in Computer Science in 1980. He never did a PhD.[8][9]
"
Pham,0,0,"Pham’s parents were Vietnamese boat people, who spent several years in refugee camps before immigrating to the United States. Her brother, United States Marine Corps Major David Pham, was presented the Purple Heart medal during combat operations in Afghanistan.[14][15]
"
Pieraccini,0,0,"He obtained a degree in electrical engineering from the University of Pisa in 1980 with a thesis on the equalization of data channels.
"
Pingali,3,0,
Plotkin,3,0,"Plotkin was educated at the University of Glasgow and the University of Edinburgh, gaining his Bachelor of Science degree in 1967[11] and PhD in 1972[2] supervised by Rod Burstall.[1]
"
Pnueli,6,0,
Poel,0,3,
Popplewell,0,0,"Popplewell was born on 29 October 1920 in Bramhall, Stockport, England.[1] Her parents were Bessie (née Fazakerley) and Alfred Popplewell, a chartered accountant. She attended Sherbrook Private Girls School at Greaves Hall in Lancashire.[2]
"
Post,0,0,
Postel,3,0,
Preparata,1,0,
Press,0,0,
Rabana,0,0,"Rapelang was born in Gaborone, Botswana.[5] She started her schooling in Gaborone before moving to Johannesburg and attended Roedean School.[6] Rapelang graduated with honours from the University of Cape Town in 2005 with a bachelor's degree in Business Science with a specialty in Computer Science.[7] Rapelang returned to the University of Cape Town to give a commencement speech in 2019.[8]
"
Rozenberg,0,1,"Rozenberg received his Master and Engineer degrees in computer science from the Warsaw University of Technology in Warsaw, Poland. He obtained a Ph.D. in mathematics from the Polish Academy of Sciences also in Warsaw in 1968.[3]
Since then he has held full-time positions at the Polish Academy of Sciences, Warsaw, Poland (assistant professor), Utrecht University, The Netherlands (assistant professor), State University of New York at Buffalo, USA (associate professor), and University of Antwerp (UIA), Belgium (professor). Since 1979 he has been a professor of computer science at Leiden University, The Netherlands and adjoint professor at the Department of Computer Science of University of Colorado at Boulder, US.
"
Rabin,10,0,"Rabin was born in 1931 in Breslau, Germany (today Wrocław, in Poland), the son of a rabbi. In 1935, he emigrated with his family to Mandate Palestine. As a young boy, he was very interested in mathematics and his father sent him to the best high school in Haifa, where he studied under mathematician Elisha Netanyahu, who was then a high school teacher.[1]
"
Radev,0,0,
Raman,7,0,"He grew up in Pune, India.[7][8] Raman became blind at the age of 14 due to glaucoma,[5][9][10] being previously partially sighted[7] and able to see with his left eye.[11]  To deal with his blindness he had his brother, his mentors, and his aide read out textbooks and problems to him.  Although unable to see, he was able to solve Rubik's Cube with a braille version,[5][12][13][14] write computer programs, and perform mathematics.[11][15][16]
"
Randell,0,2,
Ravn,4,4,
Reddy,4,0,"Raj Reddy was born in a Telugu family[5] in Katur village of Chittoor district of present-day Andhra Pradesh, India. His father, Sreenivasulu Reddy, was a farmer, and his mother, Pitchamma, was a homemaker. He was the first member of his family to attend college.
"
Reed,0,0,
Reenskaug,0,0,
Reynolds,2,2,"John Reynolds studied at Purdue University and then earned a Doctor of Philosophy (Ph.D.) in theoretical physics from Harvard University in 1961. He was a professor of information science at Syracuse University from 1970 to 1986. From then until his death, he was a professor of computer science at Carnegie Mellon University. He also held visiting positions at Aarhus University (Denmark), The University of Edinburgh, Imperial College London, Microsoft Research (Cambridge, UK) and Queen Mary University of London.
"
Reynolds,0,0,
Riet,0,5,
Richards,0,0,
Richards,2,0,"Richards studied mathematics as an undergraduate student at the University of Cambridge and took the Cambridge Diploma in Computer Science. His PhD was on programming language design and implementation.[4][5] He was a senior lecturer at the University of Cambridge Computer Laboratory until his retirement in 2007.
"
Riese,0,0,
Rijsbergen,0,0,
Ritchie,2,4,
Rivest,5,5,"Rivest earned a Bachelor's degree in Mathematics from Yale University in 1969, and a Ph.D. degree in Computer Science from Stanford University in 1974 for research supervised by Robert W. Floyd.[1]
"
Robinson,4,4,"Ken Robinson was born in 1938. He received his BE degree in electrical engineering in 1959 and a BSc degree in physics and mathematics in 1961, both from the University of Sydney.[citation needed]
"
Rolland,0,11,
Romero,0,0,
Rosenfeld,5,0,
Ross,1,14,
Rossum,1,0,"Van Rossum was born and raised in the Netherlands, where he received a master's degree in mathematics and computer science from the University of Amsterdam in 1982. He received a bronze medal in 1974 in the International Mathematical Olympiad.[7] He has a brother, Just van Rossum, who is a type designer and programmer who designed the typeface used in the ""Python Powered"" logo.[8]
"
Rothman,0,0,
Royce,0,2,
Rucker,0,0,
Rudich,4,0,
Rulifson,0,0,"Johns Frederick Rulifson was born August 20, 1941, in Bellefontaine, Ohio. His father was Erwin Charles Rulifson and mother was Virginia Helen Johns. Rulifson married Janet Irving on June 8, 1963, and had two children.[1] He received a B.S. in mathematics from the University of Washington in 1966.[1] Rulifson earned a Ph.D. in computer science from Stanford University in 1973.[1][2]
"
Rumbaugh,0,5,
Ružička,0,4,
Sadowsky,0,0,"Sadowsky's first work was at Combustion Engineering, Inc. (1958–1962), where he was an applied mathematician and programmer for the Nuclear Division. He then went to Yale University (1962–1963), where he was Manager of Operations of Yale Computer Center and Research Assistant in Economics.
"
Sadrzadeh,0,3,"Sadrzadeh is from Iran. She received her undergraduate and master's degrees at Sharif University of Technology.[2] After earning her master's degree Sadrzadeh moved to Canada. She was a doctoral researcher first at the University of Ottawa, where she was awarded an Ontario Graduate Scholarship, a University of Ottawa Excellence Scholarship, and a Canada Female Doctoral Student Award, and then at the Université du Québec à Montréal.[citation needed] Her research considered epistemic logic.[3] Alongside earning her doctorate, Sadrzadeh moved to the University of Oxford as an EPSRC postdoctoral fellow.[4]
"
Saif,0,0,"Saif attended Aitchison College before enrolling at Lahore University of Management Sciences where he obtained a Bachelor of Science degree in computer science[4] in 1998.[5] He received a doctor of philosophy degree in computer science from the University of Cambridge at the age of 22[6] in 2001.[5] In 2002 he did his postdoc[6] at MIT, also in computer science.[5][7] From 2001 to 2005 he taught at MIT[4] and worked at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL) as a research scientist,[5] becoming part of the team which developed Project Oxygen. 
"
Salton,0,0,"Salton was born Gerhard Anton Sahlmann on in Nuremberg, Germany. He came to the United States in 1947 and was naturalized in 1952. He received a Bachelor's (1950) and Master's (1952) degree in mathematics from Brooklyn College, and a Ph.D. from Harvard in applied mathematics in 1958, the last of Howard Aiken's doctoral students, and taught there until 1965, when he joined Cornell University and co-founded its department of Computer Science.
"
Sammet,2,0,
Sammut,0,0,
Sassenrath,0,0,
Satyanarayanan,5,0,"He has a bachelor's and master's degree from Indian Institute of Technology, Madras in 1975 and 1977, and his Ph.D. in computer science from CMU in 1983.[citation needed]
"
Savitch,0,0,
Schaeffer,2,0,
Schickard,0,0,
Schmidhuber,0,0,
Schneider,0,0,
Schneier,0,18,
Schneider,13,0,
Schoenebeck,0,3,"Schoenebeck is from California and is of Indian and Australian descent.[1] She was an undergraduate student in engineering at Dartmouth College.[2] As an undergraduate student played tennis, and earned first team all-ivy honours three times.[2] She moved to the University of California, Berkeley for her graduate studies, where she completed a Master's in information management.[3][4] She was selected as the 2006 UC Berkeley School of Information Class Speaker.[5] Schoenebeck was a doctoral researcher at Georgia Tech, where she studied ways that parents could support young people's use of social media.[6]
"
Schroeder,0,0,
Schölkopf,1,0,"Schölkopf studied mathematics, physics, and philosophy in Tübingen and London. He was supported by the Studienstiftung and won the Lionel Cooper Memorial Prize for the best M.Sc. in Mathematics at the University of London.[32] He completed a Diplom in Physics, and then moved to Bell Labs in New Jersey, where he worked with Vladimir Vapnik, who became co-adviser of his PhD thesis at the TU Berlin (with Stefan Jähnichen). His thesis, defended in 1997, won the annual award of the German Informatics Association.[33] In 2001, following positions in Berlin, Cambridge and New York, he founded the Department for Empirical Inference at the Max Planck Institute for Biological Cybernetics, which grew into a leading center for research in machine learning. In 2011, he became founding director at the Max Planck Institute for Intelligent Systems.[34][35]
"
Scott,6,0,
Scott,0,0,"Scott received a PhD from the University of Wisconsin–Madison in 1985. He joined the faculty at Rochester the same year as an assistant professor of computer science. Scott was chair of the computer science department from 1996 until 1999, when he was succeeded by Mitsunori Ogihara.  He served again as interim chair from July to December 2007 and from July to December 2017.
"
Sedgewick,3,0,"Sedgewick earned his Bachelor of Science (1968) and Master of Science (1969) degrees in applied mathematics from Brown University, where he was a student of Andries van Dam.  He went on to graduate work at Stanford University where he was an advisee of Donald E. Knuth, receiving his PhD in 1975.[6] His thesis was entitled Quicksort and was named an outstanding dissertation in computer science.[7]
"
Sethi,0,0,
Shadbolt,5,0,"Shadbolt was born in London but adopted and raised in the Derbyshire village of Ashford-in-the-Water, living a ""bucolic existence"" until he went to university.[15] He went to Lady Manners School, then a grammar school. He obtained an undergraduate degree in philosophy and psychology at Newcastle University. His PhD degree was received from the Department of Artificial Intelligence at the University of Edinburgh.[4] His thesis resulted in a framework for understanding how human dialogue is organised and was supervised by Barry Richards[4] and Henry S. Thompson.[4]
"
Shamir,6,0,
Shannon,10,0,
Shaw,0,0,"Shaw was raised in Los Angeles, California.[4] His father was a theoretical physicist who specialised in plasma and fluid flows, and his mother is an artist and educator.[4] They divorced when he was 12.[4] His stepfather, Irving Pfeffer, was professor of finance at University of California, Los Angeles, and the author of papers supporting the efficient market hypothesis.[4]
"
Shaw,0,0,
Shenker,3,8,
Shekhar,0,0,"Shekhar received a B.Tech. in Computer Science from the IIT Kanpur in 1985. He then earned a M.S. in Computer Science (1987), a M.S. in Business Administration (1989) and a Ph.D. in Computer Science (1989) from the University of California, Berkeley. Earlier, he attended the Netarhat Residential School.[10]
"
Shneiderman,10,15,"Born in New York, Shneiderman, attended the Bronx High School of Science, and received a BS in Mathematics and Physics from the City College of New York in 1968. He then went on to study at the State University of New York at Stony Brook, where he received an MS in Computer Science in 1972 and graduated with a PhD in 1973.
"
Shortliffe,0,0,
Siewiorek,2,0,"Daniel P. Siewiorek received a Bachelor of Arts (B.A.) in Electrical Engineering from the University of Michigan, Ann Arbor in 1968. He then attended Stanford University, graduating with an Master of Arts (M.A.) in Electrical Engineering with a minor in Computer Science in 1969, and a Doctor of Philosophy (Ph.D.), also in Electrical Engineering, in 1972.[1]
"
Sifakis,10,0,
Simon,10,1,"Herbert Alexander Simon was born in Milwaukee, Wisconsin on June 15, 1916. Simon's father, Arthur Simon (1881–1948), was a Jewish[13] electrical engineer who came to the United States from Germany in 1903 after earning his engineering degree at Technische Hochschule Darmstadt.[14] An inventor, Arthur also was an independent patent attorney.[15] Simon's mother, Edna Marguerite Merkel (1888–1969), was an accomplished pianist whose Jewish, Lutheran, and Catholic ancestors came from Braunschweig, Prague and Cologne.[16] Simon's European ancestors were piano makers, goldsmiths, and vintners.
"
Singh,2,0,"Singh received his B.Tech. in computer science & engineering from the Indian Institute of Technology Delhi in 1986. He obtained a Ph.D. in computer science from the University of Texas at Austin in 1993 under the supervision of E. Allen Emerson and Nicholas M. Asher.[9]
"
Sitaraman,0,0,
Sleator,4,0,
Sloman,0,14,"Sloman was born in 1936, in the town of Que Que (now called Kwe Kwe), in what was then Southern Rhodesia (now Zimbabwe). His parents were Lithuanian Jews who emigrated to Southern Rhodesia around the turn of the century. Sloman describes himself as an atheist.[2] He went to school in Cape Town between 1948 and 1953, then earned a degree in Mathematics and Physics at the University of Cape Town in 1956, after which a Rhodes Scholarship (from South African College School) took him to the University of Oxford (first Balliol College, and then St Antony's College). In Oxford, he became interested in philosophy after a brief period studying mathematical logic supervised by Hao Wang, eventually writing a DPhil in philosophy, defending the ideas of Immanuel Kant about the nature of mathematical knowledge as non-empirical and non-analytic ('Knowing and Understanding', 1962, now online at AARON SLOMAN DPHIL 1962).
"
Sølvberg,0,9,
Smith,0,0,
Smith,1,0,
Spewak,0,2,
Spradling,0,9,
Sproull,0,0,
Srihari,0,0,"Rohini Srihari received  her early education in Lansing, Michigan, Kanpur India and Waterloo, Ontario.  She received an undergraduate degree in Computer Science from the University of Waterloo, Ontario, Canada and the M.S. and Ph.D. degrees in Computer Science from the University at Buffalo, The State University of New York.
"
Srihari,4,0,"Srihari received undergraduate degrees in Science and in Electrical Communication Engineering from the National College of Bangalore University and the Indian Institute of Science in Bangalore respectively.  He received Master's and Doctoral degrees in Computer and Information Science from Ohio State University, Columbus.[1]
"
Stachowiak,0,0,"After graduating from East High School (Rochester, New York) in 1994,[1] Stachowiak was accepted into MIT where he completed Course 6 - Electrical Engineering and Computer Science and received both his S.B. and M.Eng. in 1998.[2]
"
Stallman,5,3,
Stamper,0,8,
Starner,0,0,"Starner graduated from Dallastown Area High School in York PA in 1987 with honors. He won a talent show in technological science for one of the first AI puzzle-solving PC computer simulations in 1986 before high school graduation gaining him early recognition. Starner graduated from the Massachusetts Institute of Technology with a B.S. in Brain and Cognitive Science (1991), a B.S. in Computer Science (1991), a M.S. in Media Arts and Science, and finally a Ph.D. in Media Arts and Sciences (1999) from the MIT Media Laboratory. His doctoral work was entitled ""Wearable Computing and Contextual Awareness,"" dealing with pattern recognition and how wearable computing can be utilized for purposes such as recognizing hand motions used in American Sign Language.[3][4][5]
"
Stearns,4,0,
Jr.,2,0,
Sterling,3,0,"Sterling began his undergraduate studies in 1968 at the Polytechnic Institute of Brooklyn completing his BSEE degree in 1972 (Summa Cum Laude) from the Old Dominion University. Upon separation from the US Navy in 1977, he matriculated at the Massachusetts Institute of Technology (MIT). Thomas Sterling earned his SMEE from MIT in 1981, his EE in 1983, and his Ph.D in 1984 as a Hertz Fellow under the supervision of Prof. Robert H. Halstead.
"
Stepanov,0,0,
Stevens,0,0,
Stockmeyer,0,4,
Stolfo,0,0,
Stonebraker,9,0,
Storaasli,0,0,"Storaasli received a B.A. in Physics, Mathematics & French (Concordia College, 1964), M.A. in Mathematics (USD,1966), Ph.D in Engineering Mechanics (NCSU, 1970) and post-doc fellowships: NTNU (1984–85), University of Edinburgh (2008).
"
Strachey,0,23,"Christopher Strachey was born on 16 November 1916 to Oliver Strachey and Rachel (Ray) Costelloe in Hampstead, England. Oliver Strachey was the son of Richard Strachey and the great-grandson of Sir Henry Strachey, 1st Baronet. His elder sister was the writer Barbara Strachey. In 1919, the family moved to 51 Gordon Square. The Stracheys belonged to the Bloomsbury Group whose members included Virginia Woolf, John Maynard Keynes and Christopher's uncle Lytton Strachey. At 13, Christopher went to Gresham's School, Holt where he showed signs of brilliance but in general performed poorly. He was admitted to King's College, Cambridge (the same college as Alan Turing) in 1935 where he continued to neglect his studies. Strachey studied mathematics and then transferred to physics. At the end of his third year at Cambridge, Strachey suffered a nervous breakdown, possibly related to coming to terms with his homosexuality. He returned to Cambridge but managed only a ""lower second"" in the Natural Sciences Tripos.[6]
"
Strassen,0,0,
Stroustrup,11,5,"Stroustrup was born in Aarhus, Denmark. His family was working class, and he attended local schools.[6]
"
Sudan,3,0,
Sussman,6,0,"Sussman attended the Massachusetts Institute of Technology as an undergraduate and received his SB in mathematics in 1968. He continued his studies at MIT and obtained a PhD in 1973, also in mathematics, under the supervision of Seymour Papert. His doctoral thesis was titled ""A Computational Model of Skill Acquisition"" focusing on artificial intelligence and machine learning, using a computational performance model named HACKER.[2]
"
Sutherland,2,0,
Sutherland,11,7,
Sweeney,0,0,"Sweeney graduated from Dana Hall Schools in Wellesley, Massachusetts, receiving her high school diploma in 1977. She delivered the valedictory at the graduation ceremony.[10]
"
Szegedy,1,0,
Tabriz,0,0,"Tabriz initially enrolled at the University of Illinois at Urbana–Champaign to study computer engineering, but soon became interested in computer science instead.[4][5] She completed a bachelor of science and master of science degree at the university[4][6] and did research in wireless security and attacks on privacy-enhancing technologies, co-authoring papers with her advisor Nikita Borisov.[5][7][8] She was an active member of a student club interested in computer security, which she joined because her own website was hacked.[4]
"
Tamassia,0,0,
Tanenbaum,0,0,
Tate,5,6,"Tate was born 12 May 1951, Knottingley, West Yorkshire, UK.[6] He completed his  B.A. (Hons) Computer Studies, Lancaster University, 1969-1972.[6] He completed his postgraduate study in Machine Intelligence at University of Edinburgh, supervised by Donald Michie, 1972-1975 and a Master of Science degree in e-Learning at the University of Edinburgh, 2011-2012.[6]
"
Thalheim,3,16,
Tardos,1,0,"Tardos received her Dipl. Math in 1981 and her Ph.D. 1984 from the Faculty of Sciences of the Eötvös Loránd University under her advisor András Frank.[2] She was the Chair of the Department of Computer Science at Cornell from 2006-2010, and she is currently serving as the Associate Dean of the College of Computing and Information Science.[3]
"
Tardos,4,4,"Gábor Tardos received his PhD in Mathematics from Eötvös University, Budapest in 1988. His counsellors were László Babai and Péter Pálfy. He held postdoctoral posts at the University of Chicago, Rutgers University, University of Toronto and the Princeton Institute for Advanced Study. From 2005 to 2013, he served as a Canada Research Chair of discrete and computational geometry at Simon Fraser University. He then returned to Budapest to the Alfréd Rényi Institute of Mathematics where he has served as a research fellow since 1991.[2]
"
Tarjan,5,1,"He was born in Pomona, California. His father, raised in Hungary,[1] was a child psychiatrist, specializing in mental retardation, and ran a state hospital.[2] As a child, Tarjan read a lot of science fiction, and wanted to be an astronomer. He became interested in mathematics after reading Martin Gardner's mathematical games column in Scientific American. He became seriously interested in math in the eighth grade, thanks to a ""very stimulating"" teacher.[3]
"
Taylor,7,0,"Valerie Elaine Taylor was born May 24, 1963, in Chicago, Illinois.[2][3]  Her father, Willie Taylor, was an electrical engineer at Sonicraft and would bring his children to work with him on Saturdays. Taylor credits her pursuit of a career in science to that early exposure to building circuit boards, reading schematics, and soldering boards.[4] While in high school, she spent her Saturdays attending the Illinois Institute of Technology's Early Identification Program and spent summers in various STEM programs.[4] Taylor received her bachelor's and master's degrees in electrical engineering from Purdue University in 1985 and 1986, respectively.[2]
"
